ID_frame,TimeStamp,MAC,AP,RSSI,Vendor
"15549,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15550,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15551,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15552,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15553,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15554,""2016-03-14 15:52:41"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15555,""2016-03-14 15:52:41"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15556,""2016-03-14 15:52:41"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15557,""2016-03-14 15:52:41"",A0:48:1C:35:0F:32,,6,Unknown"
"15558,""2016-03-14 15:52:41"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15559,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15560,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15561,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15562,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15563,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15564,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15565,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15566,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15567,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15568,""2016-03-14 15:52:41"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15569,""2016-03-14 15:52:41"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15570,""2016-03-14 15:52:41"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15571,""2016-03-14 15:52:41"",A0:48:1C:35:0F:32,,6,Unknown"
"15572,""2016-03-14 15:52:41"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15573,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15574,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15575,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15576,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15577,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15578,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15579,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15580,""2016-03-14 15:52:41"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15581,""2016-03-14 15:52:41"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15582,""2016-03-14 15:52:41"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15583,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15584,""2016-03-14 15:52:42"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15585,""2016-03-14 15:52:42"",A0:48:1C:35:0F:32,,6,Unknown"
"15586,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15587,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15588,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15589,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15590,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15591,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15592,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15593,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15594,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15595,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15596,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15597,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15598,""2016-03-14 15:52:42"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15599,""2016-03-14 15:52:42"",A0:48:1C:35:0F:32,,6,Unknown"
"15600,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15601,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15602,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15603,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15604,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15605,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15606,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15607,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15608,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15609,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15610,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15611,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15612,""2016-03-14 15:52:42"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15613,""2016-03-14 15:52:42"",A0:48:1C:35:0F:32,,6,Unknown"
"15614,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15615,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15616,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15617,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15618,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15619,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15620,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15621,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15622,""2016-03-14 15:52:42"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15623,""2016-03-14 15:52:42"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15624,""2016-03-14 15:52:42"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15625,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15626,""2016-03-14 15:52:43"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15627,""2016-03-14 15:52:43"",A0:48:1C:35:0F:32,,6,Unknown"
"15628,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15629,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15630,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15631,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15632,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15633,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15634,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15635,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15636,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15637,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15638,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15639,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15640,""2016-03-14 15:52:43"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15641,""2016-03-14 15:52:43"",A0:48:1C:35:0F:32,,6,Unknown"
"15642,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15643,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15644,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15645,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15646,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15647,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15648,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15649,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15650,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15651,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15652,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15653,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15654,""2016-03-14 15:52:43"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15655,""2016-03-14 15:52:43"",A0:48:1C:35:0F:32,,6,Unknown"
"15656,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15657,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15658,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15659,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15660,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15661,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15662,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15663,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15664,""2016-03-14 15:52:43"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15665,""2016-03-14 15:52:43"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15666,""2016-03-14 15:52:43"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15667,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15668,""2016-03-14 15:52:44"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15669,""2016-03-14 15:52:44"",A0:48:1C:35:0F:32,,6,Unknown"
"15670,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15671,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15672,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15673,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15674,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15675,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15676,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15677,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15678,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15679,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15680,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15681,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15682,""2016-03-14 15:52:44"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15683,""2016-03-14 15:52:44"",A0:48:1C:35:0F:32,,6,Unknown"
"15684,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15685,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15686,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15687,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15688,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15689,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15690,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15691,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15692,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15693,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15694,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15695,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15696,""2016-03-14 15:52:44"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15697,""2016-03-14 15:52:44"",A0:48:1C:35:0F:32,,6,Unknown"
"15698,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15699,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15700,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15701,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15702,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15703,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15704,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15705,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15706,""2016-03-14 15:52:44"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15707,""2016-03-14 15:52:44"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15708,""2016-03-14 15:52:44"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15709,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15710,""2016-03-14 15:52:45"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15711,""2016-03-14 15:52:45"",A0:48:1C:35:0F:32,,6,Unknown"
"15712,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15713,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15714,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15715,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15716,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15717,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15718,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15719,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15720,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15721,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15722,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15723,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15724,""2016-03-14 15:52:45"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15725,""2016-03-14 15:52:45"",A0:48:1C:35:0F:32,,6,Unknown"
"15726,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15727,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15728,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15729,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15730,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15731,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15732,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15733,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15734,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15735,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15736,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15737,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15738,""2016-03-14 15:52:45"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15739,""2016-03-14 15:52:45"",A0:48:1C:35:0F:32,,6,Unknown"
"15740,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15741,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15742,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15743,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15744,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15745,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15746,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15747,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15748,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15749,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15750,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15751,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15752,""2016-03-14 15:52:45"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15753,""2016-03-14 15:52:45"",A0:48:1C:35:0F:32,,6,Unknown"
"15754,""2016-03-14 15:52:45"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15755,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15756,""2016-03-14 15:52:45"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15757,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15758,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15759,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15760,""2016-03-14 15:52:45"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15761,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15762,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15763,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15764,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15765,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15766,""2016-03-14 15:52:46"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15767,""2016-03-14 15:52:46"",A0:48:1C:35:0F:32,,6,Unknown"
"15768,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15769,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15770,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15771,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15772,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15773,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15774,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15775,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15776,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15777,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15778,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15779,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15780,""2016-03-14 15:52:46"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15781,""2016-03-14 15:52:46"",A0:48:1C:35:0F:32,,6,Unknown"
"15782,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15783,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15784,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15785,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15786,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15787,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15788,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15789,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15790,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15791,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15792,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15793,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15794,""2016-03-14 15:52:46"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15795,""2016-03-14 15:52:46"",A0:48:1C:35:0F:32,,6,Unknown"
"15796,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15797,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15798,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15799,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15800,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15801,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15802,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15803,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
"15804,""2016-03-14 15:52:46"",78:BA:F9:CB:24:A1,stocktaking,11,Unknown"
"15805,""2016-03-14 15:52:46"",2C:44:FD:3C:AD:33,public,13,""Hewlett Packard"""
"15806,""2016-03-14 15:52:46"",2C:44:FD:51:D1:B4,eduroam,11,""Hewlett Packard"""
"15807,""2016-03-14 15:52:47"",2C:44:FD:51:D1:B2,eth,4,""Hewlett Packard"""
"15808,""2016-03-14 15:52:47"",A0:48:1C:35:0F:31,Swisscom_Auto_Login,6,Unknown"
"15809,""2016-03-14 15:52:47"",A0:48:1C:35:0F:32,,6,Unknown"
"15810,""2016-03-14 15:52:47"",2C:44:FD:51:D1:B3,public,6,""Hewlett Packard"""
"15811,""2016-03-14 15:52:47"",2C:44:FD:3C:AD:31,Swisscom_Auto_Login,12,""Hewlett Packard"""
"15812,""2016-03-14 15:52:47"",2C:44:FD:3C:AD:32,eth,9,""Hewlett Packard"""
"15813,""2016-03-14 15:52:47"",78:BA:F9:CB:24:A4,Swisscom_Auto_Login,13,Unknown"
"15814,""2016-03-14 15:52:47"",78:BA:F9:CB:24:A0,zephyros,13,Unknown"
"15815,""2016-03-14 15:52:47"",78:BA:F9:CB:24:A5,""Coop free"",10,Unknown"
"15816,""2016-03-14 15:52:47"",78:BA:F9:CB:24:A3,Swisscom,7,Unknown"
"15817,""2016-03-14 15:52:47"",2C:44:FD:3C:AD:34,eduroam,10,""Hewlett Packard"""
