1457969756,106.93,0.591957,34.55,53.7500000000,0.0316129016,10,,
1457969757,106.72,0.591957,34.57,53.7500000000,0.0316129016,10,,
1457969758,106.48,0.594518,34.57,57.6315803527,0.0303225803,10,,
1457969759,106.20,0.586834,34.59,57.6315803527,0.0303225803,10,,
1457969760,105.93,0.584272,34.57,61.2820510864,0.1103225827,10,,
1457969761,105.63,0.580430,34.61,61.2820510864,0.1103225827,10,,
1457969762,105.37,0.586834,34.61,61.2820510864,0.1103225827,10,,
1457969763,105.12,0.571465,34.63,56.3157882690,0.0296774177,10,,
1457969764,104.85,0.571465,34.66,56.3157882690,0.0296774177,10,,
1457969765,104.72,0.580430,34.63,56.3157882690,0.0296774177,10,,
1457969766,104.57,0.607325,34.61,51.2500000000,0.0309677410,10,,
1457969767,104.45,0.602202,34.57,51.2500000000,0.0309677410,10,,
1457969768,104.28,0.594518,34.57,52.5000000000,0.0296774177,10,,
1457969769,104.13,0.588115,34.55,52.5000000000,0.0296774177,10,,
1457969770,104.02,0.582992,34.53,52.5000000000,0.0296774177,10,,
1457969771,103.92,0.584272,34.53,53.1250000000,0.0283870964,10,,
1457969772,103.78,0.581711,34.55,53.1250000000,0.0283870964,10,,
1457969773,103.73,0.588115,34.53,53.1250000000,0.0283870964,10,,
1457969774,103.67,0.585553,34.53,52.5000000000,0.0322580623,10,,
1457969775,103.65,0.585553,34.57,52.5000000000,0.0322580623,10,,
1457969776,103.67,0.589395,34.55,52.5000000000,0.0329032278,10,,
1457969777,103.87,0.588115,34.55,52.5000000000,0.0329032278,10,,
1457969778,104.07,0.588115,34.57,52.5000000000,0.0329032278,10,,
1457969779,104.27,0.588115,34.57,51.8750000000,0.0354838705,10,,
1457969780,104.40,0.597080,34.57,51.8750000000,0.0354838705,10,,
1457969781,104.53,0.590676,34.59,51.8750000000,0.0354838705,10,,
1457969782,104.63,0.593237,34.59,54.3750000000,0.0303225803,10,,
1457969783,104.72,0.591957,34.61,54.3750000000,0.0303225803,10,,
1457969784,104.73,0.591957,34.63,55.7894744873,0.0303225803,10,,
1457969785,104.70,0.591957,34.63,55.7894744873,0.0303225803,10,,
1457969786,104.65,0.591957,34.63,55.7894744873,0.0303225803,10,,
1457969787,104.60,0.599641,34.66,51.2500000000,0.0290322570,10,,
1457969788,104.58,0.597080,34.68,51.2500000000,0.0290322570,10,,
1457969789,104.57,0.590676,34.73,51.2500000000,0.0290322570,10,,
1457969790,104.55,0.590676,34.73,51.2500000000,0.0309677410,10,,
1457969791,104.55,0.585553,34.77,51.2500000000,0.0309677410,10,,
1457969792,104.52,0.584272,34.75,51.2500000000,0.0296774177,10,,
1457969793,104.52,0.584272,34.77,51.2500000000,0.0296774177,10,,
1457969794,104.47,0.572746,34.79,51.2500000000,0.0296774177,10,,
1457969795,104.50,0.584272,34.79,53.1250000000,0.0283870964,10,,
1457969796,104.67,0.584272,34.77,53.1250000000,0.0283870964,10,,
1457969797,104.82,0.581711,34.83,51.8750000000,0.0309677410,10,,
1457969798,104.62,0.584272,34.81,51.8750000000,0.0309677410,10,,
1457969799,104.43,0.584272,34.83,51.8750000000,0.0309677410,10,,
1457969800,104.25,0.584272,34.81,52.5000000000,0.0277419352,10,,
1457969801,104.02,0.584272,34.84,52.5000000000,0.0277419352,10,,
1457969802,103.73,0.582992,34.83,52.5000000000,0.0277419352,10,,
1457969803,103.48,0.574027,34.83,51.8750000000,0.0303225803,10,,
1457969804,103.28,0.563781,34.83,51.8750000000,0.0303225803,10,,
1457969805,103.08,0.561220,34.83,51.8750000000,0.0303225803,10,,
1457969806,102.97,0.556097,34.84,51.8750000000,0.0303225803,10,,
1457969807,102.72,0.512552,34.87,51.8750000000,0.0303225803,10,,
1457969808,102.52,0.492061,34.89,51.8750000000,0.0309677410,10,,
