681388.660436891,247261.759012948
681388.382755153,247261.810796494
681388.005902028,247261.750025823
681387.630320787,247261.596612179
681387.191549101,247261.460863024
681386.614318088,247261.323212817
681385.622217859,247261.142802275
681385.622217859,247261.142802275
681385.220953356,247261.026100336
681384.944289096,247261.003769643
681384.567435887,247260.942999193
681384.502719255,247261.071835285
681384.310858686,247261.291586169
681384.096367384,247261.325705418
681384.009783117,247261.213324078
681384.009783117,247261.213324078
681383.984863063,247261.194449839
681383.935531689,247261.119644158
681383.886454681,247261.02630988
681383.9496451,247261.008645379
681384.011818051,247261.06509528
681384.023387794,247261.139382499
681383.609782636,247262.838656277
681383.609782636,247262.838656277
681383.551294113,247263.430880198
681383.542645685,247264.060852597
681383.542645685,247264.060852597
681383.448430492,247264.504329264
681383.802783853,247263.452865186
681383.701192017,247264.433671249
681383.505893761,247265.820896781
681383.56603174,247266.025575479
681383.307797574,247267.411936929
681383.307797574,247267.411936929
681383.599469121,247266.341080138
681383.650835381,247266.267657014
681383.76513764,247266.19509799
681383.803153605,247266.177087848
681383.742630157,247266.917540575
681383.742630157,247266.917540575
681383.701307437,247267.176422517
681383.699272508,247267.324651319
681383.710333507,247267.435995739
681383.710333507,247267.435995739
681383.760427929,247267.455215618
681383.811285448,247267.418849696
681383.811794181,247267.381792496
681383.850573239,247267.308196554
681383.94020982,247267.198234693
681384.006198211,247266.976755591
681384.160042628,247266.775014834
681384.275616723,247266.609812817
681384.365507691,247266.481322363
681384.459214189,247266.074902908
681384.459214189,247266.074902908
681384.524948243,247265.871952413
681384.791060032,247265.745881465
681385.610245547,247265.683000538
681385.610245547,247265.683000538
681385.725565331,247265.536327151
681385.729126544,247265.276926752
681386.105979466,247265.337697277
681386.246473672,247265.191369549
681386.43604482,247265.138376126
681386.392564123,247264.637412627
681386.392564123,247264.637412627
681386.64583443,247264.529697537
681386.463131376,247264.082418757
681387.069606554,247263.923957006
681387.069606554,247263.923957006
681387.035406211,247263.664038128
681387.416583643,247263.40982254
681387.416583643,247263.40982254
681386.77196961,247262.678220161
681386.77196961,247262.678220161
681385.661628701,247261.94022336
681385.661628701,247261.94022336
681385.374412246,247261.769491025
681384.550015674,247261.294869768
681383.214630611,247260.442591051
681381.640596826,247259.549971946
681380.330385384,247258.698039513
681379.594861556,247258.169042837
681379.421184049,247257.98133749
681378.708799686,247257.600915345
681378.683625251,247257.600569727
681378.683625251,247257.600569727
681378.533087337,247257.561438823
681378.469896899,247257.579103381
681378.469133851,247257.63468918
681378.543639758,247257.709840431
681378.717062951,247257.916074351
681378.904599453,247258.011309487
681379.116547328,247258.162476048
681379.191816276,247258.182041507
681379.252717544,247258.331134355
681379.505479278,247258.260476162
681378.816488935,247258.010099823
681379.214701543,247258.349144525
681379.588248381,247258.650786434
681380.261344786,247259.141861849
681380.534448165,247259.423592722
681380.534448165,247259.423592722
681380.920836437,247259.706878927
681380.920836437,247259.706878927
681381.020262356,247259.800904437
681381.034884429,247259.652848451
681381.047217285,247259.671549865
681381.124266711,247259.56141515
681381.222420839,247259.748083661
681381.320320602,247259.953280774
681381.385037175,247259.824444647
681381.562529953,247259.734221054
681381.844281483,247259.385979592
681381.844281483,247259.385979592
681382.033598413,247259.351514629
681382.173075212,247259.279301206
681382.173075212,247259.279301206
681382.184899342,247259.335059822
681382.26296624,247259.150810721
681382.492842805,247258.913049625
681382.492842805,247258.913049625
681382.661055125,247258.581781451
681382.685720831,247258.619184284
681382.971287931,247257.993013881
681383.404471622,247256.70171491
681383.62099801,247256.519366838
681383.881514137,247256.800925043
681383.930082449,247256.93131652
681383.930082449,247256.93131652
681383.994036011,247256.858066222
681384.116092699,247257.13772342
681384.27489356,247257.492013478
681384.27489356,247257.492013478
681384.296506849,247257.751759515
681384.258490829,247257.769769653
681384.572916895,247257.792618777
681384.747357354,247257.924738476
681384.934130653,247258.075559601
681385.321790662,247258.266203096
681385.568701928,247258.621702952
681385.905504275,247258.848712391
681386.143135121,247258.963167652
681386.269261643,247258.9463673
681386.266717905,247259.131653296
681386.088970662,247259.240405348
681386.986346923,247259.901349771
681388.278251,247260.25266583
681388.278251,247260.25266583
681388.602597785,247259.552899786
681388.756951309,247259.314101953
681388.912067992,247259.019718324
681388.837816613,247258.926038344
681389.115498489,247258.874254821
681389.178688947,247258.856590377
681389.290447582,247258.969317455
681389.702518671,247259.215892698
681390.266145064,247259.427484769
681390.85990141,247260.195453382
681391.764776389,247261.227143356
681392.512122792,247261.811900185
681393.648654891,247262.476129553
681394.170703233,247262.965132469
681394.858420364,247263.308153594
681395.757575861,247263.839399157
681397.145596863,247264.525614707
0,0
0,0
681397.931333827,247265.981907792
681397.931333827,247265.981907792
681397.626188113,247266.200102601
681404.450951585,247271.612535915
681410.362945476,247276.567670753
681415.355438985,247280.639173694
681421.256099953,247285.501503639
681421.256099953,247285.501503639
681423.492267447,247287.681943473
681425.634215282,247290.30586019
681427.942593614,247292.728210979
681431.239106882,247296.535512606
0,0
0,0
0,0
681444.520175204,247297.514861341
681458.332382546,247301.985573357
681477.903756263,247306.035112694
681480.443876831,247308.998100767
681489.20686251,247311.694526926
